question,answer,category,priority,last_updated,seed_question,seed_question_hash,paraphrase_rank,is_paraphrase,generation_model
"아직 발송 전인데, 수령 주소 변경이 가능한가요?",출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 알려주세요?,354231d8a467a932f1e77e2864ac1cf086c504db,2,True,gemini-paraphraser
주문한 상품이 출발하기 전에 주소지를 바꾸고 싶습니다.,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 알려주세요?,354231d8a467a932f1e77e2864ac1cf086c504db,3,True,gemini-paraphraser
배송 시작 전에 주소 변경을 신청할 수 있을까요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 알려주세요?,354231d8a467a932f1e77e2864ac1cf086c504db,4,True,gemini-paraphraser
출고되기 전 배송지를 수정하고 싶습니다. 가능한가요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 알려주세요?,354231d8a467a932f1e77e2864ac1cf086c504db,5,True,gemini-paraphraser
세탁은 어떻게 해야 하나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 맞나요?,1b7803d2068f0cc29860be6a557e15521f021d80,1,True,gemini-paraphraser
세탁하는 방법이 궁금합니다. 맞습니까?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 맞나요?,1b7803d2068f0cc29860be6a557e15521f021d80,2,True,gemini-paraphraser
세탁 절차에 대해 알고 싶습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 맞나요?,1b7803d2068f0cc29860be6a557e15521f021d80,3,True,gemini-paraphraser
세탁 관련 문의입니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 맞나요?,1b7803d2068f0cc29860be6a557e15521f021d80,4,True,gemini-paraphraser
세탁법을 알려주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 맞나요?,1b7803d2068f0cc29860be6a557e15521f021d80,5,True,gemini-paraphraser
배송 기간이 얼마나 소요되나요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 알려주세요?,9bf7ef3bf9999e2df237fdbd2f122213273cbb64,1,True,gemini-paraphraser
상품 배송은 며칠 정도 걸릴까요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 알려주세요?,9bf7ef3bf9999e2df237fdbd2f122213273cbb64,2,True,gemini-paraphraser
배송까지 얼마나 기다려야 하나요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 알려주세요?,9bf7ef3bf9999e2df237fdbd2f122213273cbb64,3,True,gemini-paraphraser
물건 배송은 얼마나 걸리는지 궁금합니다.,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 알려주세요?,9bf7ef3bf9999e2df237fdbd2f122213273cbb64,4,True,gemini-paraphraser
배송에 걸리는 시간을 알려주세요.,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 알려주세요?,9bf7ef3bf9999e2df237fdbd2f122213273cbb64,5,True,gemini-paraphraser
제 적립금 지급 시점이 언제인지 알려주세요.,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 확인 부탁드려요.,df40472f5226d51bdc847d9e15abc5161dc53126,1,True,gemini-paraphraser
적립금은 언제쯤 받을 수 있는지 확인해주실 수 있나요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 확인 부탁드려요.,df40472f5226d51bdc847d9e15abc5161dc53126,2,True,gemini-paraphraser
제가 받아야 할 적립금은 언제 지급될 예정인가요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 확인 부탁드려요.,df40472f5226d51bdc847d9e15abc5161dc53126,3,True,gemini-paraphraser
적립금 지급 일정을 확인하고 싶습니다.,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 확인 부탁드려요.,df40472f5226d51bdc847d9e15abc5161dc53126,4,True,gemini-paraphraser
제 계정으로 적립금이 언제 들어오는지 궁금합니다.,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 확인 부탁드려요.,df40472f5226d51bdc847d9e15abc5161dc53126,5,True,gemini-paraphraser
"주문했던 것을 취소하고 싶은데, 어떻게 해야 하는지 알려주세요.",배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 확인 부탁드려요.,5e49be93a7aef1357974c4d4a41dc1209bb9f0f1,1,True,gemini-paraphraser
주문 취소 절차를 알고 싶습니다.,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 확인 부탁드려요.,5e49be93a7aef1357974c4d4a41dc1209bb9f0f1,2,True,gemini-paraphraser
주문한 상품을 취소하는 방법을 안내해주세요.,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 확인 부탁드려요.,5e49be93a7aef1357974c4d4a41dc1209bb9f0f1,3,True,gemini-paraphraser
주문 취소는 어떻게 진행되는지 궁금합니다.,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 확인 부탁드려요.,5e49be93a7aef1357974c4d4a41dc1209bb9f0f1,4,True,gemini-paraphraser
"주문 취소하는 곳을 찾고 있는데, 어디에서 할 수 있나요?",배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 확인 부탁드려요.,5e49be93a7aef1357974c4d4a41dc1209bb9f0f1,5,True,gemini-paraphraser
반품 신청은 언제까지 가능한가요?,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 알려주세요?,af89e0e5d807c37fa9b4432ba45d450fdc173064,1,True,gemini-paraphraser
반품 접수 기한이 궁금합니다.,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 알려주세요?,af89e0e5d807c37fa9b4432ba45d450fdc173064,2,True,gemini-paraphraser
제품 반환은 며칠 안에 신청해야 하나요?,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 알려주세요?,af89e0e5d807c37fa9b4432ba45d450fdc173064,3,True,gemini-paraphraser
반품을 하려면 며칠 이내에 신청해야 하는지 알려주세요.,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 알려주세요?,af89e0e5d807c37fa9b4432ba45d450fdc173064,4,True,gemini-paraphraser
반품 접수 마감일이 언제인가요?,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 알려주세요?,af89e0e5d807c37fa9b4432ba45d450fdc173064,5,True,gemini-paraphraser
올바른 세탁법에 대한 안내가 필요합니다. 세탁 기준을 알려주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준이 궁금해요.,063694ea7feeb8704155f228d2b2b2610fcb3827,1,True,gemini-paraphraser
세탁 시 지켜야 할 사항이 궁금합니다. 어떤 기준으로 세탁해야 하나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준이 궁금해요.,063694ea7feeb8704155f228d2b2b2610fcb3827,2,True,gemini-paraphraser
세탁 방법에 대한 정보와 세탁 기준에 대해 자세히 알고 싶습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준이 궁금해요.,063694ea7feeb8704155f228d2b2b2610fcb3827,3,True,gemini-paraphraser
세탁 시 참고해야 할 사항이 있나요? 세탁 기준에 대해 설명해주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준이 궁금해요.,063694ea7feeb8704155f228d2b2b2610fcb3827,4,True,gemini-paraphraser
세탁하는 방법과 그 기준에 대해 자세하게 알려주실 수 있나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준이 궁금해요.,063694ea7feeb8704155f228d2b2b2610fcb3827,5,True,gemini-paraphraser
무료 배송은 어떤 조건으로 받을 수 있나요?,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 알려주세요?,c98cfb26b0a62ea97afa1bc70592127ae72f90e4,1,True,gemini-paraphraser
무료 배송을 받기 위한 최소 주문 금액이 있나요?,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 알려주세요?,c98cfb26b0a62ea97afa1bc70592127ae72f90e4,2,True,gemini-paraphraser
어느 정도 금액 이상 구매해야 무료 배송이 되나요?,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 알려주세요?,c98cfb26b0a62ea97afa1bc70592127ae72f90e4,3,True,gemini-paraphraser
무료 배송 조건에 대해 자세히 설명해주세요.,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 알려주세요?,c98cfb26b0a62ea97afa1bc70592127ae72f90e4,4,True,gemini-paraphraser
무료 배송을 위한 주문 금액 기준을 알고 싶습니다.,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 알려주세요?,c98cfb26b0a62ea97afa1bc70592127ae72f90e4,5,True,gemini-paraphraser
제 적립금 사용 기한이 언제까지인지 알려주세요.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 확인 부탁드려요.,d0d81309ac87f100d77b3efe15ef1346cfc1cd6b,1,True,gemini-paraphraser
보유하고 있는 적립금의 만료일을 알고 싶습니다.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 확인 부탁드려요.,d0d81309ac87f100d77b3efe15ef1346cfc1cd6b,2,True,gemini-paraphraser
적립금에 유효기간이 설정되어 있는지 확인해주실 수 있나요?,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 확인 부탁드려요.,d0d81309ac87f100d77b3efe15ef1346cfc1cd6b,3,True,gemini-paraphraser
제가 가지고 있는 적립금을 언제까지 사용할 수 있는지 궁금합니다.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 확인 부탁드려요.,d0d81309ac87f100d77b3efe15ef1346cfc1cd6b,4,True,gemini-paraphraser
"적립금의 소멸 시효가 있는지, 있다면 언제인지 확인 부탁드립니다.",적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 확인 부탁드려요.,d0d81309ac87f100d77b3efe15ef1346cfc1cd6b,5,True,gemini-paraphraser
배송 시작 전에 배송지를 바꾸는 것이 가능한지 알아봐 주세요.,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 확인 부탁드려요.,8ba038d5024d799f1b0657ca1bb0d6824865fd7c,1,True,gemini-paraphraser
아직 발송 전이라면 배송받을 주소를 변경할 수 있을까요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 확인 부탁드려요.,8ba038d5024d799f1b0657ca1bb0d6824865fd7c,2,True,gemini-paraphraser
주문한 상품이 출발하기 전에 주소 수정이 가능한지 확인 부탁드립니다.,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 확인 부탁드려요.,8ba038d5024d799f1b0657ca1bb0d6824865fd7c,3,True,gemini-paraphraser
배송되기 전에 주소지를 바꾸고 싶습니다. 가능한가요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 확인 부탁드려요.,8ba038d5024d799f1b0657ca1bb0d6824865fd7c,4,True,gemini-paraphraser
출고되기 전 배송 주소 변경이 가능한지 확인해주실 수 있나요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 확인 부탁드려요.,8ba038d5024d799f1b0657ca1bb0d6824865fd7c,5,True,gemini-paraphraser
교환할 때 배송비는 얼마를 내야 하나요?,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 알려주세요?,3d3ecad36d58e472c452cbebc271930becb7f9e3,1,True,gemini-paraphraser
교환 시 배송비가 궁금합니다.,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 알려주세요?,3d3ecad36d58e472c452cbebc271930becb7f9e3,2,True,gemini-paraphraser
교환 배송비에 대해 자세히 알려주세요.,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 알려주세요?,3d3ecad36d58e472c452cbebc271930becb7f9e3,3,True,gemini-paraphraser
교환하려면 배송비를 얼마나 지불해야 하나요?,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 알려주세요?,3d3ecad36d58e472c452cbebc271930becb7f9e3,4,True,gemini-paraphraser
교환 시 발생하는 배송비용이 얼마인지 알고 싶습니다.,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 알려주세요?,3d3ecad36d58e472c452cbebc271930becb7f9e3,5,True,gemini-paraphraser
세탁은 어떤 방식으로 해야 하나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 어떻게 되나요?,6836712e8ce362d0b10b2bc565cc85fbdaf2543d,1,True,gemini-paraphraser
세탁 시 주의해야 할 점이 있을까요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 어떻게 되나요?,6836712e8ce362d0b10b2bc565cc85fbdaf2543d,2,True,gemini-paraphraser
세탁 시 권장하는 방법이 있나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 어떻게 되나요?,6836712e8ce362d0b10b2bc565cc85fbdaf2543d,3,True,gemini-paraphraser
이 제품은 어떻게 세탁하는 것이 가장 좋습니까?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 어떻게 되나요?,6836712e8ce362d0b10b2bc565cc85fbdaf2543d,4,True,gemini-paraphraser
세탁하는 올바른 절차를 알려주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 어떻게 되나요?,6836712e8ce362d0b10b2bc565cc85fbdaf2543d,5,True,gemini-paraphraser
제주도나 도서산간 지역은 배송비가 더 붙나요?,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 알려주세요?,d2ee3a54c80bda88618b12ac536e20785fb955de,1,True,gemini-paraphraser
제주 및 도서산간 지역으로 배송 시 추가 요금이 있나요?,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 알려주세요?,d2ee3a54c80bda88618b12ac536e20785fb955de,2,True,gemini-paraphraser
제주도나 섬 지역으로 배송 받으려면 배송비가 추가되는지 궁금합니다.,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 알려주세요?,d2ee3a54c80bda88618b12ac536e20785fb955de,3,True,gemini-paraphraser
제주/도서산간 지역 배송 시 배송비가 추가되는지 확인 부탁드립니다.,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 알려주세요?,d2ee3a54c80bda88618b12ac536e20785fb955de,4,True,gemini-paraphraser
제주도나 산간 지역은 배송비가 더 비싼가요?,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 알려주세요?,d2ee3a54c80bda88618b12ac536e20785fb955de,5,True,gemini-paraphraser
적립금 지급 시기가 궁금합니다.,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 맞나요?,356e591b20f96d7c3f6521dceb645cb1573d276a,1,True,gemini-paraphraser
적립금은 언제쯤 받을 수 있나요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 맞나요?,356e591b20f96d7c3f6521dceb645cb1573d276a,2,True,gemini-paraphraser
적립금 지급 일정이 어떻게 되나요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 맞나요?,356e591b20f96d7c3f6521dceb645cb1573d276a,3,True,gemini-paraphraser
적립금은 언제 제 계좌로 들어오나요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 맞나요?,356e591b20f96d7c3f6521dceb645cb1573d276a,4,True,gemini-paraphraser
적립금 지급은 언제 완료되나요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 맞나요?,356e591b20f96d7c3f6521dceb645cb1573d276a,5,True,gemini-paraphraser
주문 취소 절차를 알고 싶습니다.,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 맞나요?,7d34810a3e9cd2a0e34dc72cd9f95d248835af6b,1,True,gemini-paraphraser
주문 취소는 어떻게 진행해야 하나요?,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 맞나요?,7d34810a3e9cd2a0e34dc72cd9f95d248835af6b,2,True,gemini-paraphraser
주문 취소 방법을 알려주세요.,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 맞나요?,7d34810a3e9cd2a0e34dc72cd9f95d248835af6b,3,True,gemini-paraphraser
주문 취소는 어디에서 처리할 수 있나요?,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 맞나요?,7d34810a3e9cd2a0e34dc72cd9f95d248835af6b,4,True,gemini-paraphraser
"주문을 취소하고 싶은데, 어디서 신청해야 하나요?",배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 맞나요?,7d34810a3e9cd2a0e34dc72cd9f95d248835af6b,5,True,gemini-paraphraser
제품에 하자가 있어요. 어떻게 해야 하나요?,불량/오배송은 배송비 전액 당사 부담으로 교환 또는 환불 가능합니다.,policy,high,2026-02-19,불량 상품을 받았어요. 알려주세요?,2e08a47fe879afac76eb5b229c7efe3db9d0ff63,1,True,gemini-paraphraser
주문한 상품이 불량인 것 같아요. 절차를 안내해주세요.,불량/오배송은 배송비 전액 당사 부담으로 교환 또는 환불 가능합니다.,policy,high,2026-02-19,불량 상품을 받았어요. 알려주세요?,2e08a47fe879afac76eb5b229c7efe3db9d0ff63,2,True,gemini-paraphraser
받은 물건 상태가 좋지 않습니다. 어떻게 처리해야 하나요?,불량/오배송은 배송비 전액 당사 부담으로 교환 또는 환불 가능합니다.,policy,high,2026-02-19,불량 상품을 받았어요. 알려주세요?,2e08a47fe879afac76eb5b229c7efe3db9d0ff63,3,True,gemini-paraphraser
상품에 문제가 있는 것 같습니다. 해결 방법을 알려주세요.,불량/오배송은 배송비 전액 당사 부담으로 교환 또는 환불 가능합니다.,policy,high,2026-02-19,불량 상품을 받았어요. 알려주세요?,2e08a47fe879afac76eb5b229c7efe3db9d0ff63,4,True,gemini-paraphraser
"불량품이 배송되었는데, 어떻게 처리해야 하는지 궁금합니다.",불량/오배송은 배송비 전액 당사 부담으로 교환 또는 환불 가능합니다.,policy,high,2026-02-19,불량 상품을 받았어요. 알려주세요?,2e08a47fe879afac76eb5b229c7efe3db9d0ff63,5,True,gemini-paraphraser
세탁은 어떻게 해야 하나요? 자세한 방법을 알고 싶습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 안내 받을 수 있을까요?,97706e327f96837ab9bc018fb857a80033c8dbaf,1,True,gemini-paraphraser
이 제품 세탁 시 주의해야 할 점이 있나요? 세탁법을 알려주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 안내 받을 수 있을까요?,97706e327f96837ab9bc018fb857a80033c8dbaf,2,True,gemini-paraphraser
세탁 방법에 대해 자세히 알고 싶습니다. 설명서가 있을까요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 안내 받을 수 있을까요?,97706e327f96837ab9bc018fb857a80033c8dbaf,3,True,gemini-paraphraser
세탁 시 물 온도나 세제 종류 등 특별히 신경 써야 할 부분이 있나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 안내 받을 수 있을까요?,97706e327f96837ab9bc018fb857a80033c8dbaf,4,True,gemini-paraphraser
