question,answer,category,priority,last_updated,seed_question,seed_question_hash,paraphrase_rank,is_paraphrase,generation_model
세탁 관련 정보를 얻을 수 있을까요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 안내 받을 수 있을까요?,97706e327f96837ab9bc018fb857a80033c8dbaf,5,True,gemini-paraphraser
제 주문의 배송 상태를 알려주세요.,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 확인 부탁드려요.,bb1d2de2b2d0930335c235f84ce5142a45139f91,1,True,gemini-paraphraser
배송이 언제쯤 완료될까요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 확인 부탁드려요.,bb1d2de2b2d0930335c235f84ce5142a45139f91,2,True,gemini-paraphraser
배송 예상 기간이 궁금합니다.,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 확인 부탁드려요.,bb1d2de2b2d0930335c235f84ce5142a45139f91,3,True,gemini-paraphraser
주문한 상품은 언제 받을 수 있을까요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 확인 부탁드려요.,bb1d2de2b2d0930335c235f84ce5142a45139f91,4,True,gemini-paraphraser
배송 진행 상황을 확인하고 싶습니다.,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 확인 부탁드려요.,bb1d2de2b2d0930335c235f84ce5142a45139f91,5,True,gemini-paraphraser
적립금은 언제까지 사용할 수 있나요?,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 맞나요?,57ffbc746d100052716b2d1ec9d233e786847542,1,True,gemini-paraphraser
적립금 사용에 기한이 정해져 있나요?,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 맞나요?,57ffbc746d100052716b2d1ec9d233e786847542,2,True,gemini-paraphraser
적립금 소멸 시점이 궁금합니다.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 맞나요?,57ffbc746d100052716b2d1ec9d233e786847542,3,True,gemini-paraphraser
적립금 유효 기간이 존재하는지 알고 싶습니다.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 맞나요?,57ffbc746d100052716b2d1ec9d233e786847542,4,True,gemini-paraphraser
적립금 사용 기간에 제한이 있나요?,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 맞나요?,57ffbc746d100052716b2d1ec9d233e786847542,5,True,gemini-paraphraser
배송되기 전에 배송지를 바꾸는 것이 가능한지 확인하고 싶습니다.,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 맞나요?,65d25a94a8211d6ad575375a41719790621f5e55,1,True,gemini-paraphraser
"아직 발송 전인데, 수령 주소를 변경할 수 있을까요?",출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 맞나요?,65d25a94a8211d6ad575375a41719790621f5e55,2,True,gemini-paraphraser
주문한 상품이 출발하기 전에 주소 수정이 가능한가요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 맞나요?,65d25a94a8211d6ad575375a41719790621f5e55,3,True,gemini-paraphraser
배송 시작 전에 주소지를 바꾸는 게 가능한가요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 맞나요?,65d25a94a8211d6ad575375a41719790621f5e55,4,True,gemini-paraphraser
출고되기 전에 배송 주소를 변경할 수 있는지 궁금합니다.,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 맞나요?,65d25a94a8211d6ad575375a41719790621f5e55,5,True,gemini-paraphraser
사이즈를 바꾸고 싶은데 가능한가요?,상품 수령 후 7일 이내 미착용 상태에서 사이즈 교환이 가능합니다.,policy,high,2026-02-19,사이즈 교환 가능한가요 알려주세요?,c33762c9a5fbe4b9b2f0bbe5d0959d354a89fbf3,1,True,gemini-paraphraser
사이즈 교환 절차에 대해 안내 부탁드립니다.,상품 수령 후 7일 이내 미착용 상태에서 사이즈 교환이 가능합니다.,policy,high,2026-02-19,사이즈 교환 가능한가요 알려주세요?,c33762c9a5fbe4b9b2f0bbe5d0959d354a89fbf3,2,True,gemini-paraphraser
다른 사이즈로 교환하고 싶은데 어떻게 해야 하나요?,상품 수령 후 7일 이내 미착용 상태에서 사이즈 교환이 가능합니다.,policy,high,2026-02-19,사이즈 교환 가능한가요 알려주세요?,c33762c9a5fbe4b9b2f0bbe5d0959d354a89fbf3,3,True,gemini-paraphraser
제가 주문한 상품 사이즈를 변경할 수 있을까요?,상품 수령 후 7일 이내 미착용 상태에서 사이즈 교환이 가능합니다.,policy,high,2026-02-19,사이즈 교환 가능한가요 알려주세요?,c33762c9a5fbe4b9b2f0bbe5d0959d354a89fbf3,4,True,gemini-paraphraser
사이즈 미스로 교환을 요청하고 싶습니다.,상품 수령 후 7일 이내 미착용 상태에서 사이즈 교환이 가능합니다.,policy,high,2026-02-19,사이즈 교환 가능한가요 알려주세요?,c33762c9a5fbe4b9b2f0bbe5d0959d354a89fbf3,5,True,gemini-paraphraser
세탁 시 주의사항을 알고 싶습니다. 관련 정보를 다시 한번 알려주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준을 다시 확인 부탁드려요.,a6e89657a8cc6783983bb0df4324bfed7e41a5e6,1,True,gemini-paraphraser
세탁은 어떻게 해야 하나요? 세탁 기준을 다시 확인하고 싶습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준을 다시 확인 부탁드려요.,a6e89657a8cc6783983bb0df4324bfed7e41a5e6,2,True,gemini-paraphraser
세탁 방법에 대해 자세히 알고 싶습니다. 세탁 관련 가이드라인을 재확인 부탁드립니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준을 다시 확인 부탁드려요.,a6e89657a8cc6783983bb0df4324bfed7e41a5e6,3,True,gemini-paraphraser
제품 세탁법을 알고 싶어요. 세탁 기준을 다시 알려주실 수 있나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준을 다시 확인 부탁드려요.,a6e89657a8cc6783983bb0df4324bfed7e41a5e6,4,True,gemini-paraphraser
세탁 시 유의해야 할 점이 있나요? 세탁 기준을 다시 확인하고 싶습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 기준을 다시 확인 부탁드려요.,a6e89657a8cc6783983bb0df4324bfed7e41a5e6,5,True,gemini-paraphraser
무료 배송이 적용되는 조건이 궁금합니다.,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 확인 부탁드려요.,6863e4a14e3054714ee090cacd38d9b7838af9f8,1,True,gemini-paraphraser
배송비 무료 혜택을 받으려면 어떻게 해야 하나요?,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 확인 부탁드려요.,6863e4a14e3054714ee090cacd38d9b7838af9f8,2,True,gemini-paraphraser
어느 정도 금액 이상 구매해야 무료 배송인가요?,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 확인 부탁드려요.,6863e4a14e3054714ee090cacd38d9b7838af9f8,3,True,gemini-paraphraser
무료 배송을 위한 최소 주문 금액을 알려주세요.,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 확인 부탁드려요.,6863e4a14e3054714ee090cacd38d9b7838af9f8,4,True,gemini-paraphraser
배송비가 부과되지 않는 기준이 어떻게 되나요?,"실결제금액 50,000원 이상이면 무료 배송입니다.",shipping,high,2026-02-19,무료 배송 기준은 무엇인가요 확인 부탁드려요.,6863e4a14e3054714ee090cacd38d9b7838af9f8,5,True,gemini-paraphraser
적립금 지급 시점과 관련된 규정이 궁금합니다.,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 기준이 궁금해요.,21450351c50c234443a6d8dab9b6b4d5c52ca4d1,1,True,gemini-paraphraser
적립금은 어떤 조건으로 언제 받을 수 있나요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 기준이 궁금해요.,21450351c50c234443a6d8dab9b6b4d5c52ca4d1,2,True,gemini-paraphraser
적립금 지급에 대한 자세한 안내를 부탁드립니다.,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 기준이 궁금해요.,21450351c50c234443a6d8dab9b6b4d5c52ca4d1,3,True,gemini-paraphraser
적립금은 언제 제 계정으로 들어오는지 알고 싶습니다.,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 기준이 궁금해요.,21450351c50c234443a6d8dab9b6b4d5c52ca4d1,4,True,gemini-paraphraser
적립금 지급은 어떤 절차로 진행되나요?,구매 확정 후 3일 이내 적립금이 지급됩니다.,membership,medium,2026-02-19,적립금은 언제 지급되나요 기준이 궁금해요.,21450351c50c234443a6d8dab9b6b4d5c52ca4d1,5,True,gemini-paraphraser
주문 취소 절차와 관련된 규정을 알고 싶습니다.,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 기준이 궁금해요.,88d1b8a2791e73be39aa745200be5311171f9d5a,1,True,gemini-paraphraser
"주문 취소를 하려면 어떻게 해야 하는지, 어떤 조건이 필요한가요?",배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 기준이 궁금해요.,88d1b8a2791e73be39aa745200be5311171f9d5a,2,True,gemini-paraphraser
"주문 취소는 어떤 경우에 가능하며, 어디에서 신청할 수 있나요?",배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 기준이 궁금해요.,88d1b8a2791e73be39aa745200be5311171f9d5a,3,True,gemini-paraphraser
주문 취소와 관련된 정책이나 방법이 궁금합니다.,배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 기준이 궁금해요.,88d1b8a2791e73be39aa745200be5311171f9d5a,4,True,gemini-paraphraser
"주문 취소는 어디에서 진행되며, 어떤 조건에서 가능한지 알고 싶습니다.",배송 준비 전 상태에서 마이페이지 주문내역에서 취소 가능합니다.,order,high,2026-02-19,주문 취소는 어디서 하나요 기준이 궁금해요.,88d1b8a2791e73be39aa745200be5311171f9d5a,5,True,gemini-paraphraser
반품 신청 기간이 언제까지인지 알려주세요.,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 확인 부탁드려요.,24ff2a05d1d1d724f535bfee1ae76bf435840219,1,True,gemini-paraphraser
반품 접수 마감일이 궁금합니다.,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 확인 부탁드려요.,24ff2a05d1d1d724f535bfee1ae76bf435840219,2,True,gemini-paraphraser
반품을 하려면 며칠 안에 신청해야 하는지 확인해주세요.,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 확인 부탁드려요.,24ff2a05d1d1d724f535bfee1ae76bf435840219,3,True,gemini-paraphraser
반품 신청은 언제까지 가능한가요?,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 확인 부탁드려요.,24ff2a05d1d1d724f535bfee1ae76bf435840219,4,True,gemini-paraphraser
반품 접수 기한을 알고 싶습니다.,상품 수령 후 7일 이내에 반품 접수가 가능합니다.,policy,high,2026-02-19,반품은 며칠 내에 접수해야 하나요 확인 부탁드려요.,24ff2a05d1d1d724f535bfee1ae76bf435840219,5,True,gemini-paraphraser
세탁은 어떻게 해야 하나요? 자세하게 알려주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 관련해서 정확한 안내 부탁드립니다.,13967f3d33679e7cfdf0ea8cce2ddbf0d4248c0c,1,True,gemini-paraphraser
세탁 방법에 대해 자세한 설명이 필요합니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 관련해서 정확한 안내 부탁드립니다.,13967f3d33679e7cfdf0ea8cce2ddbf0d4248c0c,2,True,gemini-paraphraser
세탁 시 주의사항이나 권장 방법이 있나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 관련해서 정확한 안내 부탁드립니다.,13967f3d33679e7cfdf0ea8cce2ddbf0d4248c0c,3,True,gemini-paraphraser
세탁 관련 정보를 자세히 알고 싶습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 관련해서 정확한 안내 부탁드립니다.,13967f3d33679e7cfdf0ea8cce2ddbf0d4248c0c,4,True,gemini-paraphraser
올바른 세탁법을 알려주시면 감사하겠습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 관련해서 정확한 안내 부탁드립니다.,13967f3d33679e7cfdf0ea8cce2ddbf0d4248c0c,5,True,gemini-paraphraser
제주도나 도서산간 지역은 배송비가 더 붙는지 궁금합니다.,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 확인 부탁드려요.,d934110da41f376bee19a65dc5570a2a5785721d,1,True,gemini-paraphraser
제주 및 도서산간 지역으로 배송 시 추가 요금이 발생하는지 확인해주세요.,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 확인 부탁드려요.,d934110da41f376bee19a65dc5570a2a5785721d,2,True,gemini-paraphraser
제주도나 섬 지역으로 배송받을 때 배송비가 추가되나요?,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 확인 부탁드려요.,d934110da41f376bee19a65dc5570a2a5785721d,3,True,gemini-paraphraser
배송지를 제주도 또는 도서산간으로 설정했을 때 배송비가 더 나오는지 알고 싶어요.,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 확인 부탁드려요.,d934110da41f376bee19a65dc5570a2a5785721d,4,True,gemini-paraphraser
제주/도서산간 지역 배송 시 배송비 추가 여부를 확인하고 싶습니다.,"제주/도서산간은 3,000원의 추가 배송비가 부과됩니다.",shipping,medium,2026-02-19,제주/도서산간 배송비가 추가되나요 확인 부탁드려요.,d934110da41f376bee19a65dc5570a2a5785721d,5,True,gemini-paraphraser
적립금은 언제까지 사용할 수 있나요? 사용 기한에 대한 규정이 궁금합니다.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 기준이 궁금해요.,19765b70401c5e46299c5e71f61778bc99509f2f,1,True,gemini-paraphraser
"적립금 사용에 제한 기간이 있는지, 있다면 어떤 기준으로 정해지는지 알고 싶습니다.",적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 기준이 궁금해요.,19765b70401c5e46299c5e71f61778bc99509f2f,2,True,gemini-paraphraser
보유하고 있는 적립금의 만료일은 어떻게 되나요? 적립금 정책에 대해 자세히 알려주세요.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 기준이 궁금해요.,19765b70401c5e46299c5e71f61778bc99509f2f,3,True,gemini-paraphraser
"적립금 유효기간이 설정되어 있다면, 그 기간은 얼마나 되나요? 관련 기준을 설명해주세요.",적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 기준이 궁금해요.,19765b70401c5e46299c5e71f61778bc99509f2f,4,True,gemini-paraphraser
적립금 사용 가능 기간과 관련된 규정이 있나요? 있다면 어떤 내용인지 자세하게 안내 부탁드립니다.,적립금은 지급일 기준 12개월 동안 사용할 수 있습니다.,membership,low,2026-02-19,적립금 유효기간이 있나요 기준이 궁금해요.,19765b70401c5e46299c5e71f61778bc99509f2f,5,True,gemini-paraphraser
"배송되기 전에 배송지를 바꾸는 것이 가능한지, 가능하다면 어떤 조건으로 가능한지 알고 싶습니다.",출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 기준이 궁금해요.,6ced82b38f3cb6ea0789a4a42b10333723a63a88,1,True,gemini-paraphraser
"주문한 상품이 아직 발송되지 않았는데, 배송 주소를 변경할 수 있는지 여부와 절차를 알려주세요.",출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 기준이 궁금해요.,6ced82b38f3cb6ea0789a4a42b10333723a63a88,2,True,gemini-paraphraser
"상품이 출발하기 전에 배송받을 곳을 바꾸고 싶은데, 가능한지 그리고 어떻게 해야 하는지 궁금합니다.",출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 기준이 궁금해요.,6ced82b38f3cb6ea0789a4a42b10333723a63a88,3,True,gemini-paraphraser
아직 배송 시작 전인데 주소 변경이 가능한가요? 가능하다면 어떤 절차가 필요한가요?,출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 기준이 궁금해요.,6ced82b38f3cb6ea0789a4a42b10333723a63a88,4,True,gemini-paraphraser
"출고되기 전에 배송 주소를 바꾸는 것이 가능한지, 가능하다면 어떤 조건이 필요한지 알고 싶습니다.",출고 전 주문건에 한해 고객센터를 통해 변경 요청이 가능합니다.,order,medium,2026-02-19,출고 전 주소 변경 가능한가요 기준이 궁금해요.,6ced82b38f3cb6ea0789a4a42b10333723a63a88,5,True,gemini-paraphraser
교환할 때 배송비가 얼마나 나오는지 알려주세요.,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 확인 부탁드려요.,585e5e27d33558ef9bbb0dbb3f3b4e85383ca86a,1,True,gemini-paraphraser
교환 시 배송비용이 얼마인지 확인하고 싶습니다.,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 확인 부탁드려요.,585e5e27d33558ef9bbb0dbb3f3b4e85383ca86a,2,True,gemini-paraphraser
교환 배송비가 얼마인지 궁금합니다.,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 확인 부탁드려요.,585e5e27d33558ef9bbb0dbb3f3b4e85383ca86a,3,True,gemini-paraphraser
교환에 필요한 배송비가 얼마인지 확인해 주실 수 있나요?,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 확인 부탁드려요.,585e5e27d33558ef9bbb0dbb3f3b4e85383ca86a,4,True,gemini-paraphraser
교환할 제품의 배송비가 얼마인지 알고 싶습니다.,"고객 변심 교환은 왕복 배송비 6,000원이 발생합니다.",policy,high,2026-02-19,교환 배송비는 얼마인가요 확인 부탁드려요.,585e5e27d33558ef9bbb0dbb3f3b4e85383ca86a,5,True,gemini-paraphraser
세탁은 어떻게 해야 하나요? 고객센터 규정에 따른 세탁 방법을 알고 싶습니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 고객센터 기준으로 어떻게 되나요?,53ce269c6c563268d964bec7397a42d4f88b9b2b,1,True,gemini-paraphraser
세탁 방법에 대해 문의드립니다. 고객센터에서 안내하는 세탁 기준이 있나요?,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 고객센터 기준으로 어떻게 되나요?,53ce269c6c563268d964bec7397a42d4f88b9b2b,2,True,gemini-paraphraser
세탁 시 주의사항이 궁금합니다. 고객센터에서 제시하는 세탁 관련 가이드라인을 알려주세요.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 고객센터 기준으로 어떻게 되나요?,53ce269c6c563268d964bec7397a42d4f88b9b2b,3,True,gemini-paraphraser
"옷을 세탁하려고 하는데, 권장하는 방법이 있나요? 고객센터 기준으로 설명 부탁드립니다.",상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 고객센터 기준으로 어떻게 되나요?,53ce269c6c563268d964bec7397a42d4f88b9b2b,4,True,gemini-paraphraser
세탁 관련 문의입니다. 고객센터의 세탁 관련 정책이나 안내 사항이 있는지 궁금합니다.,상품 상세의 세탁 가이드를 확인해 주세요. 일반적으로 찬물 단독 손세탁을 권장합니다.,product,medium,2026-02-19,세탁 방법이 궁금해요. 고객센터 기준으로 어떻게 되나요?,53ce269c6c563268d964bec7397a42d4f88b9b2b,5,True,gemini-paraphraser
배송 기간이 얼마나 소요되나요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 맞나요?,9c117e6691331be22a043e708dc2c59568258274,1,True,gemini-paraphraser
배송은 대략 며칠 정도 걸릴까요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 맞나요?,9c117e6691331be22a043e708dc2c59568258274,2,True,gemini-paraphraser
상품 배송에 걸리는 시간이 궁금합니다.,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 맞나요?,9c117e6691331be22a043e708dc2c59568258274,3,True,gemini-paraphraser
배송까지 얼마나 기다려야 하나요?,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 맞나요?,9c117e6691331be22a043e708dc2c59568258274,4,True,gemini-paraphraser
배송 소요 시간을 알려주세요.,결제 완료 후 평균 2~3영업일 소요됩니다.,shipping,high,2026-02-19,배송은 얼마나 걸리나요 맞나요?,9c117e6691331be22a043e708dc2c59568258274,5,True,gemini-paraphraser
